,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc,currency_symbol,base_currency_symbol,base_currency_name,Market Cap,IPO Year,Sector,Industry
9935,PNM,"PNM Resources, Inc.",stocks,us,XNYS,CS,True,usd,0001108426,BBG000BRDFF3,BBG001S5V9J1,2022-03-22T00:00:00Z,,,,3959562738.0,,Public Utilities,Electric Utilities: Central
9936,PNNT,Pennant Investment Corp,stocks,us,XNAS,CS,True,usd,0001383414,BBG000QVWX13,BBG001SSQMH0,2022-03-22T00:00:00Z,,,,506860994.0,2007.0,Finance,Finance/Investors Services
9939,PNR,Pentair plc,stocks,us,XNYS,CS,True,usd,0000077360,,,2022-03-22T00:00:00Z,,,,9446956025.0,,Capital Goods,Fluid Controls
9940,PNRG,PrimeEnergy Resources Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0000056868,BBG000C4BZQ9,BBG001S6L6S6,2022-03-22T00:00:00Z,,,,146671718.0,,Energy,Oil & Gas Production
9941,PNT,POINT Biopharma Global Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001811764,BBG00VHK26D8,BBG00VHK2755,2022-03-22T00:00:00Z,,,,589396533.0,2020.0,Consumer Durables,Specialty Chemicals
9942,PNTG,"The Pennant Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001766400,BBG00P33SY72,BBG00P33SZ15,2022-03-22T00:00:00Z,,,,494131910.0,,Health Care,Hospital/Nursing Management
9943,PNTM,Pontem Corporation,stocks,us,XNYS,CS,True,usd,0001830392,,,2022-03-22T00:00:00Z,,,,844128750.0,2021.0,Finance,Business Services
9946,PNW,Pinnacle West Capital Corporation,stocks,us,XNYS,CS,True,usd,0000764622,BBG000BRDSX5,BBG001S5VB15,2022-03-22T00:00:00Z,,,,8240642859.0,,Public Utilities,Electric Utilities: Central
9947,POAI,Predictive Oncology Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001446159,BBG000PVXTF7,BBG001T619N6,2022-03-22T00:00:00Z,,,,16500476.0,,Health Care,Medical/Dental Instruments
9949,PODD,Insulet Corporation,stocks,us,XNAS,CS,True,usd,0001145197,BBG000R7XX87,BBG001SRF439,2022-03-22T00:00:00Z,,,,17998657729.0,2007.0,Health Care,Medical/Dental Instruments
9950,POET,POET Technologies Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001437424,BBG000H85B03,BBG001STSZP8,2022-03-22T00:00:00Z,,,,291953816.0,,Basic Industries,Metal Fabrications
9951,POLA,"Polar Power, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001622345,BBG00BN3PRL3,BBG00BN3PRK4,2022-03-22T00:00:00Z,,,,45270239.0,2016.0,Capital Goods,Industrial Machinery/Components
9952,POLY,"Plantronics, Inc.",stocks,us,XNYS,CS,True,usd,0000914025,BBG000BH9955,BBG001S73BB1,2022-03-22T00:00:00Z,,,,1214492119.0,,Public Utilities,Telecommunications Equipment
9953,POND,Angel Pond Holdings Corporation,stocks,us,XNYS,CS,True,usd,0001842430,,,2022-03-22T00:00:00Z,,,,325590862.0,2021.0,,
9956,PONO,Pono Capital Corp Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001855631,BBG011FT9PL8,BBG011FT9PP4,2022-03-22T00:00:00Z,,,,144325000.0,2021.0,,
9959,POOL,Pool Corporation,stocks,us,XNAS,CS,True,usd,0000945841,BBG000BCVG28,BBG001S5VBK4,2022-03-22T00:00:00Z,,,,19578335083.0,1995.0,Consumer Non-Durables,Recreational Products/Toys
9960,POR,Portland General Electric Company,stocks,us,XNYS,CS,True,usd,0000784977,BBG000BCRMW7,BBG001S5V4Y5,2022-03-22T00:00:00Z,,,,4818151626.0,,Public Utilities,Electric Utilities: Central
9961,PORT,Southport Acquisition Corporation,stocks,us,XNYS,CS,True,usd,0001865200,BBG013SVSHG8,BBG013SVSJB9,2022-03-22T00:00:00Z,,,,285487500.0,2022.0,,
9964,POSH,"Poshmark, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001825480,BBG0029ZBN50,BBG0029ZBN69,2022-03-22T00:00:00Z,,,,987948849.0,2021.0,Consumer Non-Durables,Department/Specialty Retail Stores
9965,POST,"POST HOLDINGS, INC.",stocks,us,XNYS,CS,True,usd,0001530950,BBG001WTBC36,BBG001WTBC45,2022-03-22T00:00:00Z,,,,6449197851.0,2012.0,Consumer Non-Durables,Food Distributors
9967,POW,Powered Brands Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001829427,,,2022-03-22T00:00:00Z,,,,303823073.0,2021.0,Finance,Business Services
9968,POWI,Power Integrations Inc,stocks,us,XNAS,CS,True,usd,0000833640,BBG000BTT3D1,BBG001S73RW3,2022-03-22T00:00:00Z,,,,5738990046.0,1997.0,Technology,Semiconductors
9969,POWL,Powell Industries Inc,stocks,us,XNAS,CS,True,usd,0000080420,BBG000BRGWN4,BBG001S5VBT5,2022-03-22T00:00:00Z,,,,249040556.0,,Consumer Durables,Electrical Products
9972,POWW,"AMMO, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001015383,BBG000BYZD23,BBG001SB6XN8,2022-03-22T00:00:00Z,,,,579942548.0,,Capital Goods,Military/Government/Technical
9975,PPBI,Pacific Premier Bancorp Inc,stocks,us,XNAS,CS,True,usd,0001028918,BBG000BNS256,BBG001S9JFG6,2022-03-22T00:00:00Z,,,,3524334444.0,,Finance,Major Banks
9976,PPBT,Purple Biotech Ltd. American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001614744,BBG00B3L3T17,BBG00B3L3T26,2022-03-22T00:00:00Z,,,,60074196.0,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
9977,PPC,Pilgrims Pride Corporation,stocks,us,XNAS,CS,True,usd,0000802481,BBG000BFLXV3,BBG001S5PSN1,2022-03-22T00:00:00Z,,,,5741315842.0,,Consumer Non-Durables,Meat/Poultry/Fish
9978,PPG,"PPG Industries, Inc.",stocks,us,XNYS,CS,True,usd,0000079879,BBG000BRJ809,BBG001S5VC13,2022-03-22T00:00:00Z,,,,30918873483.0,,Basic Industries,Paints/Coatings
9979,PPGH,Poema Global Holdings Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001826333,,,2022-03-22T00:00:00Z,,,,428662500.0,2021.0,Finance,Business Services
9983,PPHP,PHP Ventures Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001863460,BBG011BZ91L1,BBG011BZ92H4,2022-03-22T00:00:00Z,,,,74734191.0,2021.0,,
9988,PPIH,"Perma-Pipe International Holdings, Inc.",stocks,us,XNAS,CS,True,usd,0000914122,BBG000C2YNT2,BBG001S6F0X0,2022-03-22T00:00:00Z,,,,77924419.0,,,
9989,PPL,PPL Corporation,stocks,us,XNYS,CS,True,usd,0000922224,BBG000BRJL00,BBG001S5VC31,2022-03-22T00:00:00Z,,,,19612101473.0,,Public Utilities,Electric Utilities: Central
9990,PPLT,Aberdeen Standard Physical Platinum Shares ETF,stocks,us,ARCX,ETF,True,usd,0001460235,BBG000Q4V1R6,BBG001T6GDY9,2022-03-22T00:00:00Z,,,,,,,
9991,PPSI,"Pioneer Power Solutions, Inc.",stocks,us,XNAS,CS,True,usd,0001449792,BBG000CBVB20,BBG001SZV745,2022-03-22T00:00:00Z,,,,58228892.0,,Consumer Durables,Electrical Products
9992,PPT,Putnam Premier Income Trust,stocks,us,XNYS,FUND,True,usd,0000827773,BBG000BRK0T3,BBG001S5VCG7,2022-03-22T00:00:00Z,,,,405865050.0,1988.0,Finance,Finance Companies
9993,PPTA,Perpetua Resources Corp. Common Shares,stocks,us,XNAS,CS,True,usd,0001526243,BBG0024TXN82,BBG001V1HWW6,2022-03-22T00:00:00Z,,,,288901223.0,,,
9995,PPYA,Papaya Growth Opportunity Corp. I Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001894057,BBG01517T2N9,BBG01517T2P7,2022-03-22T00:00:00Z,,,,373055756.0,2022.0,,
10000,PRA,ProAssurance Corporation,stocks,us,XNYS,CS,True,usd,0001127703,BBG000FBWYH0,BBG001S9Z6F9,2022-03-22T00:00:00Z,,,,1352909233.0,,Finance,Property-Casualty Insurers
10001,PRAA,"PRA Group, Inc.",stocks,us,XNAS,CS,True,usd,0001185348,BBG000BNTW77,BBG001SB1G41,2022-03-22T00:00:00Z,,,,1846715844.0,2002.0,Technology,Advertising
10002,PRAX,"Praxis Precision Medicines, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001689548,BBG00W9LF2G5,BBG00W9LF2H4,2022-03-22T00:00:00Z,,,,536753845.0,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
10004,PRBM,Parabellum Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001848165,BBG00ZVLVFL0,BBG00ZVLVGF5,2022-03-22T00:00:00Z,,,,48356260.0,2021.0,,
10007,PRCH,"Porch Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001784535,BBG00QYZND30,BBG00QYZND49,2022-03-22T00:00:00Z,,,,794907773.0,2020.0,Technology,Computer Software: Prepackaged Software
10008,PRCT,PROCEPT BioRobotics Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001588978,BBG009KD84H4,BBG009KD84J2,2022-03-22T00:00:00Z,,,,1434960455.0,2021.0,Health Care,Medical Specialities
10009,PRDO,Perdoceo Education Corporation,stocks,us,XNAS,CS,True,usd,0001046568,BBG000BDCQ25,BBG001S6M491,2022-03-22T00:00:00Z,,,,780984800.0,,Miscellaneous,Other Consumer Services
10010,PRDS,"Pardes Biosciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001822711,BBG00Z1JTCX5,BBG00Z1JTDV5,2022-03-22T00:00:00Z,,,,461604570.0,2021.0,Consumer Durables,Specialty Chemicals
10012,PREpJ,"PartnerRe Ltd. 4.875% Fixed Rate Non-Cumulative Redeemable Preferred Shares, Series J",stocks,us,XNYS,PFD,True,usd,0000911421,,,2022-03-22T00:00:00Z,,,,,,,
10014,PRFT,Perficient Inc,stocks,us,XNAS,CS,True,usd,0001085869,BBG000BVXFK6,BBG001SCS189,2022-03-22T00:00:00Z,,,,3811507214.0,1999.0,Technology,EDP Services
10015,PRFX,PainReform Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001801834,,,2022-03-22T00:00:00Z,,,,11635082.0,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
10017,PRG,"PROG Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0001808834,BBG00VSH86G4,BBG00VSH86H3,2022-03-22T00:00:00Z,,,,1698864983.0,,Technology,Diversified Commercial Services
10018,PRGO,PERRIGO COMPANY PLC,stocks,us,XNYS,CS,True,usd,0001585364,,,2022-03-22T00:00:00Z,,,,5118603234.0,,Health Care,Biotechnology: Pharmaceutical Preparations
10019,PRGS,Progress Software Corp (DE),stocks,us,XNAS,CS,True,usd,0000876167,BBG000C4QP94,BBG001S6MCY5,2022-03-22T00:00:00Z,,,,2002298238.0,1991.0,Technology,Computer Software: Prepackaged Software
10020,PRI,"PRIMERICA, INC.",stocks,us,XNYS,CS,True,usd,0001475922,BBG000T8ZF80,BBG001T5ZSQ6,2022-03-22T00:00:00Z,,,,5234340978.0,2010.0,Finance,Life Insurance
10021,PRIFpD,"Priority Income Fund, Inc. 7.00% Series D Term Preferred Stock due 2029",stocks,us,XNYS,PFD,True,usd,0001554625,,,2022-03-22T00:00:00Z,,,,,,,
10029,PRIM,Primoris Services Corporation,stocks,us,XNAS,CS,True,usd,0001361538,BBG000BBLPH5,BBG001S64801,2022-03-22T00:00:00Z,,,,1395407083.0,,Basic Industries,Water Sewer Pipeline Comm & Power Line Construction
10030,PRK,Park National Corporation,stocks,us,XASE,CS,True,usd,0000805676,BBG000DCV3T6,BBG001S7X549,2022-03-22T00:00:00Z,,,,2175773886.0,,Finance,Major Banks
10031,PRLB,"PROTO LABS, INC.",stocks,us,XNYS,CS,True,usd,0001443669,BBG000BT13B3,BBG001SRZTG8,2022-03-22T00:00:00Z,,,,1489530095.0,2012.0,Capital Goods,Office Equipment/Supplies/Services
10032,PRLD,Prelude Therapeutics Incorporated,stocks,us,XNAS,CS,True,usd,0001678660,BBG00K7JY2Q6,BBG00K7JY2R5,2022-03-22T00:00:00Z,,,,398025417.0,2020.0,Consumer Durables,Specialty Chemicals
10033,PRLH,Pearl Holdings Acquisition Corp Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001856161,,,2022-03-22T00:00:00Z,,,,247809375.0,2022.0,,
10036,PRM,"Perimeter Solutions, SA",stocks,us,XNYS,CS,True,usd,0001880319,,,2022-03-22T00:00:00Z,,,,1893498937.0,2021.0,,
10037,PRMW,Primo Water Corporation,stocks,us,XNYS,CS,True,usd,0000884713,BBG000KPQCZ8,BBG001S77SH4,2022-03-22T00:00:00Z,,,,2353037189.0,,Consumer Non-Durables,Soft Drinks
10040,PRO,"Pros Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0001392972,BBG000R432V9,BBG001ST38G5,2022-03-22T00:00:00Z,,,,1492116692.0,2007.0,Technology,EDP Services
10041,PROC,"Procaps Group, S.A. Ordinary Shares",stocks,us,XNAS,CS,True,usd,0001863362,,,2022-03-22T00:00:00Z,,,,949979621.0,,,
10043,PROF,Profound Medical Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001628808,BBG00CXJY8L7,BBG0076T0BS9,2022-03-22T00:00:00Z,,,,201113781.0,,,
10044,PROG,"Progenity, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001580063,BBG007K8X5S6,BBG007K8X5T5,2022-03-22T00:00:00Z,,,,237436856.0,2020.0,Consumer Durables,Specialty Chemicals
10045,PROV,Provident Financial Hldgs,stocks,us,XNAS,CS,True,usd,0001010470,BBG000GSFXM7,BBG001S90X04,2022-03-22T00:00:00Z,,,,123440247.0,,Finance,Savings Institutions
10046,PRPB,CC Neuberger Principal Holdings II Class A Ordinary Shares,stocks,us,XNYS,CS,True,usd,0001812667,,,2022-03-22T00:00:00Z,,,,1075235000.0,2020.0,Finance,Business Services
10049,PRPC,CC Neuberger Principal Holdings III,stocks,us,XNYS,CS,True,usd,0001821329,,,2022-03-22T00:00:00Z,,,,540403125.0,2021.0,Finance,Business Services
10052,PRPH,"ProPhase Labs, Inc. Common Stock (DE)",stocks,us,XNAS,CS,True,usd,0000868278,BBG000F5PGF2,BBG001S9HYF8,2022-03-22T00:00:00Z,,,,109485313.0,,Health Care,Biotechnology: Pharmaceutical Preparations
10053,PRPL,"Purple Innovation, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001643953,BBG009S7FWY0,BBG009S7FXN0,2022-03-22T00:00:00Z,,,,528175009.0,2015.0,Consumer Durables,Home Furnishings
10054,PRPO,"Precipio, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001043961,BBG000C0C3X9,BBG001SF2K06,2022-03-22T00:00:00Z,,,,31564595.0,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
10055,PRQR,ProQR Therapeutics N.V. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001612940,,,2022-03-22T00:00:00Z,,,,75568253.0,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
10057,PRSO,"Peraso, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000890394,BBG000BC8VG6,BBG001S6T4L0,2022-03-22T00:00:00Z,,,,41877872.0,,,
10058,PRSR,Prospector Capital Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001825473,,,2022-03-22T00:00:00Z,,,,398125000.0,2021.0,Finance,Business Services
10061,PRT,PermRock Royalty Trust Trust Unit,stocks,us,XNYS,UNIT,True,usd,0001724009,BBG00KK2W1T9,BBG00KK2W2K6,2022-03-22T00:00:00Z,,,,109004959.0,2018.0,Energy,Oil & Gas Production
10062,PRTA,Prothena Corporation plc Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001559053,,,2022-03-22T00:00:00Z,,,,1828213383.0,,Health Care,Biotechnology: Pharmaceutical Preparations
10063,PRTC,PureTech Health plc American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001782999,BBG00Y6FM4S2,BBG00Y6FM5N4,2022-03-22T00:00:00Z,,,,817342287.0,,Finance,Investment Managers
10064,PRTG,Portage Biotech Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001095435,,,2022-03-22T00:00:00Z,,,,108498208.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
10065,PRTH,"Priority Technology Holdings, Inc.",stocks,us,XNAS,CS,True,usd,0001653558,BBG00DSNH1Z1,BBG00DSNH2C4,2022-03-22T00:00:00Z,,,,454446386.0,2016.0,Technology,EDP Services
10066,PRTK,"Paratek Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001178711,BBG000R36RQ9,BBG001SQHLP7,2022-03-22T00:00:00Z,,,,166524430.0,,Health Care,Biotechnology: Pharmaceutical Preparations
10067,PRTS,"CarParts.com, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001378950,BBG000N26V95,BBG001SMNR49,2022-03-22T00:00:00Z,,,,373676504.0,2007.0,Consumer Services,Other Specialty Stores
10068,PRTY,Party City Holdco Inc.,stocks,us,XNYS,CS,True,usd,0001592058,BBG005WX31L1,BBG005WX31M0,2022-03-22T00:00:00Z,,,,414947555.0,2015.0,Miscellaneous,Diversified Commercial Services
10070,PRVA,"Privia Health Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001759655,BBG00ZXYXVP9,BBG00ZXYXWJ4,2022-03-22T00:00:00Z,,,,2557030089.0,2021.0,Technology,Retail: Computer Software & Peripheral Equipment
10071,PRVB,"Provention Bio, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001695357,BBG00H1L1L88,BBG00H1L1L97,2022-03-22T00:00:00Z,,,,492421714.0,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
10072,PSA,Public Storage,stocks,us,XNYS,CS,True,usd,0001393311,BBG000BPPN67,BBG001S5TH79,2022-03-22T00:00:00Z,,,,64168298716.0,,Consumer Services,Real Estate Investment Trusts
10073,PSAG,Property Solutions Acquisition Corporation II Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001833235,BBG00ZSKXF25,BBG00ZSKXFZ9,2022-03-22T00:00:00Z,,,,393952640.0,2021.0,,
10090,PSB,"PS Business Parks, Inc.",stocks,us,XNYS,CS,True,usd,0000866368,BBG000D9P720,BBG001S7SSF3,2022-03-22T00:00:00Z,,,,4452592224.0,,Consumer Services,Real Estate Investment Trusts
10109,PSEC,Prospect Capital Corporation,stocks,us,XNAS,CS,True,usd,0001287032,BBG000Q3RGN4,BBG001SM4WF7,2022-03-22T00:00:00Z,,,,3201018991.0,2004.0,Finance,Finance/Investors Services
10113,PSF,COHEN & STEERS SELECT PREFERRED AND INCOME FUND,stocks,us,XNYS,FUND,True,usd,0001498612,BBG00182H997,BBG001TCTWN2,2022-03-22T00:00:00Z,,,,266509944.0,2010.0,Finance,Investment Managers
10115,PSFE,Paysafe Limited,stocks,us,XNYS,CS,True,usd,0001833835,,,2022-03-22T00:00:00Z,,,,2648787318.0,2021.0,Miscellaneous,Business Services
10121,PSHG,Performance Shipping Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001481241,,,2022-03-22T00:00:00Z,,,,6900890.0,,Transportation,Marine Transportation
10127,PSLV,Sprott Physical Silver Trust,stocks,us,ARCX,ETF,True,usd,0001494728,BBG0015XH000,BBG001T96GD0,2022-03-22T00:00:00Z,,,,,,,
10136,PSMT,Pricesmart Inc,stocks,us,XNAS,CS,True,usd,0001041803,BBG000BTKR92,BBG001SB78V3,2022-03-22T00:00:00Z,,,,2403563011.0,,Consumer Services,Department/Specialty Retail Stores
10137,PSN,Parsons Corporation,stocks,us,XNYS,CS,True,usd,0000275880,BBG000C3TKY6,BBG001SDWJQ3,2022-03-22T00:00:00Z,,,,3844666465.0,2019.0,Capital Goods,Industrial Machinery/Components
10138,PSNL,"Personalis, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001527753,BBG0027NWBR8,BBG0027NWBS7,2022-03-22T00:00:00Z,,,,392863953.0,2019.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
10139,PSO,Pearson plc,stocks,us,XNYS,ADRC,True,usd,0000938323,BBG000BBKSR9,BBG001S5VFT6,2022-03-22T00:00:00Z,,,,8186093597.0,,Consumer Services,Books
10141,PSPC,Post Holdings Partnering Corporation,stocks,us,XNYS,CS,True,usd,0001843716,BBG0112J3534,BBG0112J3623,2022-03-22T00:00:00Z,,,,429283435.0,2021.0,,
10147,PSTG,"Pure Storage, Inc. Class A",stocks,us,XNYS,CS,True,usd,0001474432,BBG00212PVZ5,BBG00212PW10,2022-03-22T00:00:00Z,,,,10017672443.0,2015.0,Technology,Electronic Components
10148,PSTH,"Pershing Square Tontine Holdings, Ltd.",stocks,us,XNYS,CS,True,usd,0001811882,BBG00VQPGRL7,BBG00VY21Y49,2022-03-22T00:00:00Z,,,,3968001984.0,2020.0,,
10150,PSTI,"Pluristem Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001158780,BBG000DQX509,BBG001S8QJB7,2022-03-22T00:00:00Z,,,,67044201.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
10151,PSTL,"Postal Realty Trust, Inc",stocks,us,XNYS,CS,True,usd,0001759774,BBG00NSBGFJ3,BBG00NSBGG83,2022-03-22T00:00:00Z,,,,317698611.0,2019.0,Consumer Services,Real Estate Investment Trusts
10153,PSTV,"PLUS THERAPEUTICS, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001095981,BBG000C1Z086,BBG001SFQL35,2022-03-22T00:00:00Z,,,,22022017.0,,Health Care,Medical/Dental Instruments
10154,PSTX,"Poseida Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001661460,BBG00BNTZ9H0,BBG00BNTZ9J8,2022-03-22T00:00:00Z,,,,297723239.0,2020.0,Consumer Durables,Specialty Chemicals
10155,PSX,PHILLIPS 66,stocks,us,XNYS,CS,True,usd,0001534701,BBG00286S4N9,BBG00286S4P7,2022-03-22T00:00:00Z,,,,44054980003.0,,Energy,Integrated oil Companies
10158,PT,Pintec Technology Holdings Limited American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001716338,BBG00LG3Z509,BBG00LG3Z5R0,2022-03-22T00:00:00Z,,,,29468405.0,2018.0,Technology,Computer Software: Programming Data Processing
10159,PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund,stocks,us,XNYS,FUND,True,usd,0001793882,BBG00RP7J328,BBG00RP7J3T9,2022-03-22T00:00:00Z,,,,1212699647.0,2020.0,Finance,Trusts Except Educational Religious and Charitable
10161,PTC,"PTC, INC",stocks,us,XNAS,CS,True,usd,0000857005,BBG000C2VBB0,BBG001S6DNK6,2022-03-22T00:00:00Z,,,,13030812898.0,,Technology,Computer Software: Prepackaged Software
10162,PTCT,"PTC Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001070081,BBG000QT15P7,BBG001SNNC86,2022-03-22T00:00:00Z,,,,2697501404.0,2013.0,Health Care,Biotechnology: Pharmaceutical Preparations
10163,PTE,"PolarityTE, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001076682,BBG000BK69X0,BBG001S988S1,2022-03-22T00:00:00Z,,,,27373088.0,,Consumer Durables,Specialty Chemicals
10164,PTEN,Patterson-UTI Energy Inc,stocks,us,XNAS,CS,True,usd,0000889900,BBG000BKXFN7,BBG001S7GWF7,2022-03-22T00:00:00Z,,,,3177322987.0,1993.0,Energy,Oil & Gas Production
10167,PTGX,"Protagonist Therapeutics, Inc",stocks,us,XNAS,CS,True,usd,0001377121,BBG002B63KM7,BBG002B63KP4,2022-03-22T00:00:00Z,,,,1315880425.0,2016.0,Health Care,Biotechnology: Pharmaceutical Preparations
10169,PTIC,PropTech Investment Corporation II Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001821075,BBG00XWZGF21,BBG00XWZGF58,2022-03-22T00:00:00Z,,,,281750000.0,2021.0,,
10173,PTIX,Performance Technologies Inc,stocks,us,XNAS,CS,True,usd,0001022899,BBG000HQJ4R5,BBG001S5T780,2022-03-22T00:00:00Z,,,,15319581.0,,Health Care,Biotechnology: Pharmaceutical Preparations
10176,PTLO,Portillo's Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001871509,BBG012YL5W13,BBG012YL5W59,2022-03-22T00:00:00Z,,,,959632183.0,2021.0,Consumer Services,Restaurants
10178,PTMN,Portman Ridge Finance Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001372807,BBG000BMSWV3,BBG001SDR8W6,2022-03-22T00:00:00Z,,,,229106796.0,,Finance,Finance/Investors Services
10179,PTN,"Palatin Technologies, Inc.",stocks,us,XASE,CS,True,usd,0000911216,BBG000BN9PY4,BBG001S8HM57,2022-03-22T00:00:00Z,,,,96964472.0,,Health Care,Biotechnology: Pharmaceutical Preparations
10181,PTNR,Partner Communications,stocks,us,XNAS,ADRC,True,usd,0001096691,BBG000DGFK99,BBG001SDF181,2022-03-22T00:00:00Z,,,,1491608908.0,,Public Utilities,Telecommunications Equipment
10182,PTOC,Pine Technology Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001838238,BBG00ZDL8GB5,BBG00ZDL8GC4,2022-03-22T00:00:00Z,,,,422409375.0,2021.0,,
10185,PTON,"Peloton Interactive, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001639825,BBG00JG0FFZ2,BBG00JG0FG08,2022-03-22T00:00:00Z,,,,8827197218.0,2019.0,Consumer Services,Other Consumer Services
10186,PTPI,"Petros Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001815903,BBG00TYL0TW3,BBG00TYL0TY1,2022-03-22T00:00:00Z,,,,24201126.0,,Health Care,Biotechnology: Pharmaceutical Preparations
10187,PTR,PETROCHINA COMPANY LIMITED ADS (REP 100 H SHARES),stocks,us,XNYS,ADRC,True,usd,0001108329,BBG000BR85F1,BBG001SF0CS6,2022-03-22T00:00:00Z,,,,90430665131.0,,Energy,Oil & Gas Production
10188,PTRA,Proterra Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001820630,BBG00Y038YV1,BBG00Y038YW0,2022-03-22T00:00:00Z,,,,1674672000.0,2020.0,Capital Goods,Auto Manufacturing
10190,PTRS,Partners Bancorp Common Stock,stocks,us,XNAS,CS,True,usd,0000832090,BBG000BPGVM1,BBG001SC8YQ9,2022-03-22T00:00:00Z,,,,173136479.0,,Finance,Major Banks
10191,PTSI,PAM Transportation Services,stocks,us,XNAS,CS,True,usd,0000798287,BBG000BRQJZ9,BBG001S5VGQ7,2022-03-22T00:00:00Z,,,,873792000.0,1986.0,Transportation,Trucking Freight/Courier Services
10192,PTVE,Pactiv Evergreen Inc. Common stock,stocks,us,XNAS,CS,True,usd,0001527508,BBG00WXWG2M6,BBG00WXWG3G1,2022-03-22T00:00:00Z,,,,1834252213.0,2020.0,Consumer Durables,Containers/Packaging
10193,PTY,PIMCO Corporate & Income Opportunity Fund,stocks,us,XNYS,FUND,True,usd,0001190935,BBG000KYH156,BBG001SJSKV6,2022-03-22T00:00:00Z,,,,1695674600.0,2002.0,Finance,Investment Managers
10194,PUBM,"PubMatic, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001422930,BBG001PKMK06,BBG001V1C792,2022-03-22T00:00:00Z,,,,1133009880.0,2020.0,Technology,Computer Software: Prepackaged Software
10195,PUCK,Goal Acquisitions Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001836100,BBG00Z0Z3ZY6,BBG00Z0Z3ZZ5,2022-03-22T00:00:00Z,,,,323156381.0,2021.0,,
